item_key,item_name,category_key,count_date,qty_counted,unit,source_sheet
EMAKU KOREAN SPICY,EMAKU KOREAN SPICY,food_main,2026-07-02,0.0,g,2 Juli 2026
ES BATU,Es Batu,beverage_main,2026-07-02,12000.0,g,2 Juli 2026
FF CRISSCUT,FF CRISSCUT,food_main,2026-07-02,21170.0,g,2 Juli 2026
FF STRAIGH CUT,FF STRAIGH CUT,food_main,2026-07-02,9210.0,g,2 Juli 2026
FLOOR CLEANER,FLOOR CLEANER,condiment,2026-07-02,1300.0,ml,2 Juli 2026
GALON,GALON,beverage_main,2026-07-02,36000.0,ml,2 Juli 2026
GARAM,GARAM,food_main,2026-07-02,3028.0,g,2 Juli 2026
GARAM MASALA,Garam Masala,food_main,2026-07-02,270.0,g,2 Juli 2026
GARLIC POWDER,GARLIC POWDER,food_main,2026-07-02,1529.0,g,2 Juli 2026
GARPU STAINLESS,GARPU STAINLESS,condiment,2026-07-02,0.0,pcs,2 Juli 2026
GAS 50 KG,GAS 50 KG,condiment,2026-07-02,2.0,pcs,2 Juli 2026
GINGER POWDER,GINGER POWDER,food_main,2026-07-02,303.0,g,2 Juli 2026
GLASS CLEANER,GLASS CLEANER,condiment,2026-07-02,637.0,ml,2 Juli 2026
GULA CAIR,GULA CAIR,food_main,2026-07-02,6420.0,g,2 Juli 2026
GULA PASIR,GULA PASIR,food_main,2026-07-02,474.0,g,2 Juli 2026
HAND SOAP,HAND SOAP,condiment,2026-07-02,4662.0,ml,2 Juli 2026
JINTEN POWDER,JINTEN POWDER,food_main,2026-07-02,1000.0,g,2 Juli 2026
KECAP INGGRIS,KECAP INGGRIS,food_main,2026-07-02,331.0,g,2 Juli 2026
KEJU SLICE,KEJU SLICE,food_main,2026-07-02,31.0,pcs,2 Juli 2026
KETUMBAR POWDER,KETUMBAR POWDER,food_main,2026-07-02,451.0,g,2 Juli 2026
KNORR BEEF POWDER,KNORR BEEF POWDER,food_main,2026-07-02,891.0,g,2 Juli 2026
KNORR CHEESE,Knorr cheese,food_main,2026-07-02,371.0,g,2 Juli 2026
KUNYIT POWDER,Kunyit Powder,food_main,2026-07-02,380.0,g,2 Juli 2026
LAROME VANILLA POWDER,LAROME VANILLA POWDER,food_main,2026-07-02,1000.0,g,2 Juli 2026
LEMON,Lemon,food_main,2026-07-02,1616.0,g,2 Juli 2026
LETTUCE,LETTUCE,food_main,2026-07-02,167.0,g,2 Juli 2026
LID CUP 14 OZ,LID CUP 14 OZ,condiment,2026-07-02,514.0,pcs,2 Juli 2026
LID ICE CREAM LAR,LID ICE CREAM Lar,condiment,2026-07-02,1691.0,pcs,2 Juli 2026
LOTUS BISCOFF,LOTUS BISCOFF,beverage_main,2026-07-02,1850.0,g,2 Juli 2026
MADU,MADU,food_main,2026-07-02,0.0,g,2 Juli 2026
MAIZENA,MAIZENA,food_main,2026-07-02,6807.0,g,2 Juli 2026
MAKARONI,MAKARONI,food_main,2026-07-02,3806.0,g,2 Juli 2026
MANGKOK ENAMEL,MANGKOK ENAMEL,condiment,2026-07-02,0.0,pcs,2 Juli 2026
MAPPLE SYRUP,MAPPLE SYRUP,food_main,2026-07-02,15556.0,ml,2 Juli 2026
MARINASI BUTTERMILK,MARINASI BUTTERMILK,marinade,2026-07-02,0.0,g,2 Juli 2026
MC LEWIS MAYONAISE,MC Lewis Mayonaise,food_main,2026-07-02,2464.0,g,2 Juli 2026
MICIN,MICIN,food_main,2026-07-02,730.0,g,2 Juli 2026
MINYAK GORENG,MINYAK GORENG,food_main,2026-07-02,37000.0,pcs,2 Juli 2026
NUTELLA,NUTELLA,beverage_main,2026-07-02,1500.0,g,2 Juli 2026
ONION POWDER,ONION POWDER,food_main,2026-07-02,727.0,g,2 Juli 2026
PALA POWDER,PALA POWDER,food_main,2026-07-02,345.0,g,2 Juli 2026
PAPER BAG MERAH,PAPER BAG MERAH,condiment,2026-07-02,2070.0,pcs,2 Juli 2026
PAPER BAG PUTIH,PAPER BAG PUTIH,condiment,2026-07-02,2160.0,pcs,2 Juli 2026
TRAY MELAMIN,TRAY MELAMIN,condiment,2026-07-02,0.0,pcs,2 Juli 2026
PAPER WRAP,PAPER WRAP,condiment,2026-07-02,11.0,pcs,2 Juli 2026
PAPRIKA POWDER,PAPRIKA POWDER,food_main,2026-07-02,1496.0,g,2 Juli 2026
PARMESAN POWDER,PARMESAN POWDER,food_main,2026-07-02,0.0,g,2 Juli 2026
PARSLEY KERING,PARSLEY KERING,food_main,2026-07-02,118.0,g,2 Juli 2026
PEACH BUAH KALENG,PEACH BUAH KALENG,beverage_main,2026-07-02,1930.0,g,2 Juli 2026
MONIN PEACH SYRUP,MONIN PEACH SYRUP,beverage_main,2026-07-02,1600.0,ml,2 Juli 2026
PEWARNA KUNING,PEWARNA KUNING,food_main,2026-07-02,904.0,ml,2 Juli 2026
PICKLES,PICKLES,food_main,2026-07-02,2160.0,g,2 Juli 2026
PIRING ENAMEL,PIRING ENAMEL,condiment,2026-07-02,0.0,pcs,2 Juli 2026
PISANG,PISANG,beverage_main,2026-07-02,16.0,pcs,2 Juli 2026
PISAU STAINLESS,PISAU STAINLESS,condiment,2026-07-02,0.0,pcs,2 Juli 2026
ROSEMARY POWDER,ROSEMARY POWDER,food_main,2026-07-02,0.0,g,2 Juli 2026
ROYCO AYAM,ROYCO AYAM,food_main,2026-07-02,1419.0,g,2 Juli 2026
RUSSIAN DRESSING,Russian dressing,sauce,2026-07-02,760.0,g,2 Juli 2026
SABUN CUCI PIRING,SABUN CUCI PIRING,condiment,2026-07-02,448.0,ml,2 Juli 2026
SALTED CARAMEL SYRUP,SALTED CARAMEL SYRUP,beverage_main,2026-07-02,490.0,ml,2 Juli 2026
SAOS SAMBAL,SAOS SAMBAL,food_main,2026-07-02,11100.0,g,2 Juli 2026
SAOS TOMAT,SAOS TOMAT,food_main,2026-07-02,12875.0,g,2 Juli 2026
SEDOTAN KECIL,SEDOTAN KECIL,condiment,2026-07-02,684.0,pcs,2 Juli 2026
SENDOK STAINLESS,SENDOK STAINLESS,condiment,2026-07-02,0.0,pcs,2 Juli 2026
PEANUT BUTTER,PEANUT BUTTER,beverage_main,2026-07-02,400.0,g,2 Juli 2026
SODA CHARGER,SODA CHARGER,beverage_main,2026-07-02,20.0,pcs,2 Juli 2026
SUNFLOWER OIL,SUNFLOWER OIL,food_main,2026-07-02,376.0,ml,2 Juli 2026
SYRUP HAZELNUT,SYRUP HAZELNUT,food_main,2026-07-02,86.0,ml,2 Juli 2026
TELUR AYAM,TELUR AYAM,food_main,2026-07-02,10914.0,g,2 Juli 2026
TEPUNG CAKRA KEMBAR,TEPUNG CAKRA KEMBAR,food_main,2026-07-02,11295.0,g,2 Juli 2026
TEPUNG SEGITIGA BIRU,TEPUNG SEGITIGA BIRU,food_main,2026-07-02,3000.0,g,2 Juli 2026
TIKKA MASALA,Tikka masala,sauce,2026-07-02,4830.0,g,2 Juli 2026
TISSUE HANDTOWEL,TISSUE HANDTOWEL,condiment,2026-07-02,60.0,pcs,2 Juli 2026
TISSUE MAKAN,TISSUE MAKAN,condiment,2026-07-02,41.0,pcs,2 Juli 2026
TISSUE ROLL,TISSUE ROLL,condiment,2026-07-02,1000.0,pcs,2 Juli 2026
TOMATO PELLED,Tomato Pelled,food_main,2026-07-02,5000.0,g,2 Juli 2026
TRASH BAG,TRASH BAG,food_main,2026-07-02,3.0,pcs,2 Juli 2026
UNSALTED BUTTER (KG),UNSALTED BUTTER (KG),food_main,2026-07-02,875.0,g,2 Juli 2026
UNSALTED BUTTER PORTION,UNSALTED BUTTER PORTION,food_main,2026-07-02,102.0,pcs,2 Juli 2026
VANILLA SYRUP,VANILLA SYRUP,food_main,2026-07-02,150.0,ml,2 Juli 2026
COOKING CREAM,COOKING CREAM,food_main,2026-07-02,1396.0,ml,2 Juli 2026
WIJEN,WIJEN,beverage_main,2026-07-02,0.0,g,2 Juli 2026
HANDGLOVES PLASTIK,Handgloves plastik,condiment,2026-07-02,40.0,pcs,2 Juli 2026
SAUS SACHET SAMBAL,Saus sachet sambal,food_main,2026-07-02,200.0,pcs,2 Juli 2026
CRUMBLE LOTUS,Crumble lotus,beverage_main,2026-07-02,0.0,g,2 Juli 2026
KUBIS PUTIH,Kubis Putih,beverage_main,2026-07-02,1533.0,g,2 Juli 2026
KUBIS UNGU,Kubis Ungu,beverage_main,2026-07-02,1517.0,g,2 Juli 2026
KERTAS NASI,Kertas Nasi,condiment,2026-07-02,5000.0,pcs,2 Juli 2026
ACAR ONION,Acar Onion,sauce,2026-07-02,0.0,g,2 Juli 2026
ALAS KERTAS TRAY,Alas kertas tray,condiment,2026-07-02,319.0,pcs,2 Juli 2026
PEWARNA MERAH,Pewarna merah,beverage_main,2026-07-02,0.0,ml,2 Juli 2026
DR PEPPER ORIGINAL,Dr Pepper Original,beverage_main,2026-07-02,2.0,pcs,2 Juli 2026
DR PEPPER STRAWBERRY CREAM,Dr Pepper Strawberry cream,beverage_main,2026-07-02,0.0,pcs,2 Juli 2026
SPORK HITAM,Spork hitam,condiment,2026-07-02,225.0,pcs,2 Juli 2026
SAUCE MAC & CHEESE,Sauce Mac & Cheese,sauce,2026-07-02,2126.0,g,2 Juli 2026
ALAS KERTAS PUTIH BESAR,Alas kertas putih besar,condiment,2026-07-02,1534.0,pcs,2 Juli 2026
CHILI FLAKE,Chili Flake,food_main,2026-07-02,0.0,g,2 Juli 2026
UNCLE MASALA,UNCLE MASALA,other,2026-07-02,0.0,pcs,2 Juli 2026
MIE,Mie,food_main,2026-07-02,10.0,pcs,2 Juli 2026
SANTAN / KRIM KELAPA KARA,Santan / krim kelapa kara,food_main,2026-07-02,600.0,ml,2 Juli 2026
RUMPUT LAUT,Rumput laut,food_main,2026-07-02,185.0,g,2 Juli 2026
KAPULAGA,Kapulaga,food_main,2026-07-02,16.0,g,2 Juli 2026
LADA SZECHUAN,Lada szechuan,food_main,2026-07-02,69.0,g,2 Juli 2026
TERASI UDANG,Terasi udang,food_main,2026-07-02,57.0,g,2 Juli 2026
MOZZARELLA,Mozzarella,food_main,2026-07-02,2060.0,g,2 Juli 2026
CEKER AYAM,Ceker Ayam,food_main,2026-07-02,2410.0,g,2 Juli 2026
PARSLEY FRESH,Parsley Fresh,food_main,2026-07-02,154.0,g,2 Juli 2026
WORTEL,Wortel,food_main,2026-07-02,489.0,g,2 Juli 2026
SUMPIT KAYU,Sumpit Kayu,condiment,2026-07-02,101.0,pcs,2 Juli 2026
CENGKEH,Cengkeh,food_main,2026-07-02,30.0,g,2 Juli 2026
SEREH,Sereh,food_main,2026-07-02,207.0,g,2 Juli 2026
DAUN SALAM,Daun salam,food_main,2026-07-02,259.0,g,2 Juli 2026
TELUR OMEGA,Telur omega,food_main,2026-07-02,26.0,pcs,2 Juli 2026
OREGANO,Oregano,food_main,2026-07-02,447.0,g,2 Juli 2026
CUP 150 ML,Cup 150 ml,condiment,2026-07-02,157.0,pcs,2 Juli 2026
TUTUP BOWL,Tutup bowl,condiment,2026-07-02,97.0,pcs,2 Juli 2026
BOWL KERTAS,Bowl Kertas,condiment,2026-07-02,93.0,pcs,2 Juli 2026
ISIAN ROTI CHINA ORI,Isian roti china ori,food_main,2026-07-02,564.0,g,2 Juli 2026
ISIAN ROTI CHINA SZECHUAN,Isian roti China szechuan,food_main,2026-07-02,123.0,g,2 Juli 2026
ADONAN ROTI CHINA,Adonan roti China,food_main,2026-07-02,16.0,pcs,2 Juli 2026
CHILI OIL,Chili oil,food_main,2026-07-02,561.0,g,2 Juli 2026
KUAH CURRY,Kuah curry,food_main,2026-07-02,792.0,ml,2 Juli 2026
KALDU AYAM,Kaldu ayam,food_main,2026-07-02,0.0,ml,2 Juli 2026
BAWANG MERAH,Bawang Merah,food_main,2026-07-02,0.0,g,2 Juli 2026
DAUN KUCAI,Daun kucai,food_main,2026-07-02,413.0,g,2 Juli 2026
DAUN BAWANG,Daun bawang,food_main,2026-07-02,219.0,g,2 Juli 2026
SLEEVE ROTI CHINA,Sleeve Roti China,condiment,2026-07-02,884.0,pcs,2 Juli 2026
MINYAK WIJEN,Minyak Wijen,food_main,2026-07-02,207.0,ml,2 Juli 2026
SAUS TIRAM,Saus Tiram,food_main,2026-07-02,248.0,ml,2 Juli 2026
SOY SUCE,Soy Suce,food_main,2026-07-02,427.0,ml,2 Juli 2026
DAUN JERUK,Daun jeruk,food_main,2026-07-02,206.0,g,2 Juli 2026
BAWANG PUTIH,Bawang putih,food_main,2026-07-02,328.0,g,2 Juli 2026
JELLY POWDER,Jelly powder,food_main,2026-07-02,38.0,g,2 Juli 2026
SENDOK GARPU PLASTIK,Sendok garpu plastik,condiment,2026-07-02,150.0,pcs,2 Juli 2026
LAJU KOPI,LAJU KOPI,other,2026-07-02,0.0,pcs,2 Juli 2026
BEANS HOT,Beans hot,beverage_main,2026-07-02,601.0,g,2 Juli 2026
BEANS ICE,Beans ice,beverage_main,2026-07-02,191.0,g,2 Juli 2026
SIRUP ALPEN,Sirup Alpen,beverage_main,2026-07-02,475.0,ml,2 Juli 2026
NIRA,Nira,beverage_main,2026-07-02,533.0,ml,2 Juli 2026
CREAMER BUBUK,Creamer bubuk,beverage_main,2026-07-02,1000.0,g,2 Juli 2026
CREAMER CAIR,Creamer cair,beverage_main,2026-07-02,360.0,ml,2 Juli 2026
UHT,UHT,beverage_main,2026-07-02,0.0,ml,2 Juli 2026
LEMON,Lemon,beverage_main,2026-07-02,278.0,g,2 Juli 2026
TARO POWDER,Taro powder,beverage_main,2026-07-02,700.0,g,2 Juli 2026
KEJU POWDER,Keju powder,beverage_main,2026-07-02,300.0,g,2 Juli 2026
CUP LAJU,Cup laju,condiment,2026-07-02,60.0,pcs,2 Juli 2026
SEAL CUP,Seal cup,condiment,2026-07-02,1.0,pcs,2 Juli 2026
SKM,SKM,beverage_main,2026-07-02,568.0,g,2 Juli 2026
SEDOTAN,Sedotan,condiment,2026-07-02,0.0,pcs,2 Juli 2026
LIME POWDER,Lime Powder,beverage_main,2026-07-02,724.0,g,2 Juli 2026
MADU BOTOL,Madu botol,beverage_main,2026-07-02,2204.0,g,2 Juli 2026
